iter	Passed	Remaining
706	1759	729
707	1760	726
708	1762	723
709	1763	720
710	1765	717
711	1766	714
712	1768	711
713	1771	709
714	1773	706
715	1774	703
716	1776	701
717	1778	698
718	1779	695
719	1781	692
720	1783	689
721	1786	687
722	1787	684
723	1789	682
724	1790	679
725	1792	676
726	1793	673
727	1795	670
728	1796	667
729	1798	665
730	1801	662
731	1803	660
732	1804	657
733	1806	654
734	1807	651
735	1809	649
736	1810	646
737	1812	643
738	1815	641
739	1817	638
740	1818	635
741	1820	632
742	1821	630
743	1822	627
744	1824	624
745	1825	621
746	1827	618
747	1830	616
748	1832	614
749	1833	611
750	1835	608
751	1836	605
752	1838	603
753	1839	600
754	1841	597
755	1842	594
756	1846	592
757	1847	589
758	1849	587
759	1850	584
760	1852	581
761	1854	579
762	1856	576
763	1857	573
764	1860	571
765	1862	568
766	1863	566
767	1865	563
768	1866	560
769	1868	558
770	1869	555
771	1871	552
772	1872	550
773	1875	547
774	1877	545
775	1879	542
776	1881	540
777	1883	537
778	1885	534
779	1886	532
780	1888	529
781	1890	527
782	1892	524
783	1894	521
784	1895	519
785	1897	516
786	1898	513
787	1900	511
788	1901	508
789	1904	506
790	1906	503
791	1907	501
792	1909	498
793	1910	495
794	1912	493
795	1914	490
796	1915	487
797	1917	485
798	1920	483
799	1922	480
800	1923	477
801	1925	475
802	1926	472
803	1928	470
804	1929	467
805	1931	464
806	1932	462
807	1935	459
808	1937	457
809	1938	454
810	1940	452
811	1941	449
812	1943	446
813	1944	444
814	1946	441
815	1947	439
816	1950	436
817	1951	434
818	1953	431
819	1954	429
820	1956	426
821	1957	423
822	1959	421
823	1960	418
824	1962	416
825	1964	413
826	1966	411
827	1968	408
828	1969	406
829	1971	403
830	1972	401
831	1974	398
832	1976	396
833	1979	393
834	1981	391
835	1982	388
836	1984	386
837	1985	383
838	1987	381
839	1988	378
840	1990	376
841	1991	373
842	1994	371
843	1995	368
844	1997	366
845	1999	363
846	2000	361
847	2002	358
848	2003	356
849	2005	353
850	2007	351
851	2009	349
852	2010	346
853	2012	344
854	2013	341
855	2015	339
856	2017	336
857	2019	334
858	2021	331
859	2023	329
860	2025	326
861	2027	324
862	2029	322
863	2031	319
864	2032	317
865	2034	314
866	2037	312
867	2038	310
868	2040	307
869	2041	305
870	2043	302
871	2045	300
872	2046	297
873	2048	295
874	2049	292
875	2051	290
876	2052	287
877	2054	285
878	2055	283
879	2057	280
880	2059	278
881	2060	275
882	2062	273
883	2065	270
884	2066	268
885	2068	266
886	2070	263
887	2071	261
888	2073	258
889	2075	256
890	2076	254
891	2078	251
892	2080	249
893	2082	246
894	2083	244
895	2085	242
896	2086	239
897	2088	237
898	2089	234
899	2091	232
900	2094	230
901	2096	227
902	2097	225
903	2099	222
904	2100	220
905	2102	218
906	2103	215
907	2105	213
908	2106	210
909	2109	208
910	2111	206
911	2113	203
912	2114	201
913	2115	199
914	2117	196
915	2118	194
916	2120	191
917	2121	189
918	2124	187
919	2126	184
920	2127	182
921	2129	180
922	2130	177
923	2132	175
924	2133	173
925	2135	170
926	2136	168
927	2140	166
928	2141	163
929	2143	161
930	2144	158
931	2146	156
932	2147	154
933	2149	151
934	2150	149
935	2153	147
936	2155	144
937	2157	142
938	2159	140
939	2161	137
940	2163	135
941	2164	133
942	2166	130
943	2169	128
944	2170	126
945	2172	124
946	2173	121
947	2175	119
948	2176	116
949	2178	114
950	2180	112
951	2181	110
952	2184	107
953	2186	105
954	2187	103
955	2189	100
956	2190	98
957	2192	96
958	2193	93
959	2195	91
960	2196	89
961	2199	86
962	2200	84
963	2202	82
964	2203	79
965	2205	77
966	2206	75
967	2208	73
968	2211	70
969	2214	68
970	2215	66
971	2217	63
972	2218	61
973	2220	59
974	2221	56
975	2223	54
976	2224	52
977	2226	50
978	2229	47
979	2230	45
980	2232	43
981	2233	40
982	2235	38
983	2237	36
984	2238	34
985	2240	31
986	2242	29
987	2244	27
988	2245	24
989	2247	22
990	2249	20
991	2251	18
992	2252	15
993	2254	13
994	2255	11
995	2258	9
996	2260	6
997	2261	4
998	2263	2
999	2264	0
